"Game Id","School","Conference","HomeAway","Points","Stat Category","Stat"
"401635539","Cal Poly","Big Sky","away","7","rushingTDs","0"
"401635539","Cal Poly","Big Sky","away","7","passingTDs","1"
"401635539","Cal Poly","Big Sky","away","7","kickReturnYards","88"
"401635539","Cal Poly","Big Sky","away","7","kickReturnTDs","0"
"401635539","Cal Poly","Big Sky","away","7","kickReturns","5"
"401635539","Cal Poly","Big Sky","away","7","kickingPoints","1"
"401635539","Cal Poly","Big Sky","away","7","fumblesRecovered","1"
"401635539","Cal Poly","Big Sky","away","7","totalFumbles","1"
"401635539","Cal Poly","Big Sky","away","7","tacklesForLoss","8"
"401635539","Cal Poly","Big Sky","away","7","defensiveTDs","0"
"401635539","Cal Poly","Big Sky","away","7","tackles","37"
"401635539","Cal Poly","Big Sky","away","7","sacks","1"
"401635539","Cal Poly","Big Sky","away","7","qbHurries","1"
"401635539","Cal Poly","Big Sky","away","7","passesDeflected","2"
"401635539","Cal Poly","Big Sky","away","7","possessionTime","25:37"
"401635539","Cal Poly","Big Sky","away","7","interceptions","1"
"401635539","Cal Poly","Big Sky","away","7","fumblesLost","0"
"401635539","Cal Poly","Big Sky","away","7","turnovers","1"
"401635539","Cal Poly","Big Sky","away","7","totalPenaltiesYards","6-46"
"401635539","Cal Poly","Big Sky","away","7","yardsPerRushAttempt","1.3"
"401635539","Cal Poly","Big Sky","away","7","rushingAttempts","20"
"401635539","Cal Poly","Big Sky","away","7","rushingYards","25"
"401635539","Cal Poly","Big Sky","away","7","yardsPerPass","6.8"
"401635539","Cal Poly","Big Sky","away","7","completionAttempts","21-30"
"401635539","Cal Poly","Big Sky","away","7","netPassingYards","204"
"401635539","Cal Poly","Big Sky","away","7","totalYards","229"
"401635539","Cal Poly","Big Sky","away","7","fourthDownEff","0-0"
"401635539","Cal Poly","Big Sky","away","7","thirdDownEff","2-9"
"401635539","Cal Poly","Big Sky","away","7","firstDowns","13"
"401635539","Stanford","ACC","home","41","rushingTDs","1"
"401635539","Stanford","ACC","home","41","puntReturnYards","102"
"401635539","Stanford","ACC","home","41","puntReturnTDs","1"
"401635539","Stanford","ACC","home","41","puntReturns","3"
"401635539","Stanford","ACC","home","41","passingTDs","3"
"401635539","Stanford","ACC","home","41","kickReturnYards","27"
"401635539","Stanford","ACC","home","41","kickReturnTDs","0"
"401635539","Stanford","ACC","home","41","kickReturns","1"
"401635539","Stanford","ACC","home","41","kickingPoints","11"
"401635539","Stanford","ACC","home","41","interceptionYards","13"
