"Game Id","School","Conference","HomeAway","Points","Stat Category","Stat"
"401404049","BYU","FBS Independents","away","35","fumblesRecovered","0"
"401404049","BYU","FBS Independents","away","35","rushingTDs","3"
"401404049","BYU","FBS Independents","away","35","passingTDs","2"
"401404049","BYU","FBS Independents","away","35","kickReturnYards","27"
"401404049","BYU","FBS Independents","away","35","kickReturnTDs","0"
"401404049","BYU","FBS Independents","away","35","kickReturns","1"
"401404049","BYU","FBS Independents","away","35","kickingPoints","5"
"401404049","BYU","FBS Independents","away","35","tacklesForLoss","3"
"401404049","BYU","FBS Independents","away","35","defensiveTDs","0"
"401404049","BYU","FBS Independents","away","35","tackles","27"
"401404049","BYU","FBS Independents","away","35","sacks","3"
"401404049","BYU","FBS Independents","away","35","qbHurries","0"
"401404049","BYU","FBS Independents","away","35","passesDeflected","3"
"401404049","BYU","FBS Independents","away","35","possessionTime","32:27"
"401404049","BYU","FBS Independents","away","35","interceptions","0"
"401404049","BYU","FBS Independents","away","35","fumblesLost","0"
"401404049","BYU","FBS Independents","away","35","turnovers","0"
"401404049","BYU","FBS Independents","away","35","totalPenaltiesYards","0-0"
"401404049","BYU","FBS Independents","away","35","yardsPerRushAttempt","7.2"
"401404049","BYU","FBS Independents","away","35","rushingAttempts","50"
"401404049","BYU","FBS Independents","away","35","rushingYards","358"
"401404049","BYU","FBS Independents","away","35","yardsPerPass","7.8"
"401404049","BYU","FBS Independents","away","35","completionAttempts","7-12"
"401404049","BYU","FBS Independents","away","35","netPassingYards","93"
"401404049","BYU","FBS Independents","away","35","totalYards","451"
"401404049","BYU","FBS Independents","away","35","fourthDownEff","0-1"
"401404049","BYU","FBS Independents","away","35","thirdDownEff","6-9"
"401404049","BYU","FBS Independents","away","35","firstDowns","27"
"401404049","Stanford","Pac-12","home","26","fumblesRecovered","0"
"401404049","Stanford","Pac-12","home","26","rushingTDs","2"
"401404049","Stanford","Pac-12","home","26","puntReturnYards","2"
"401404049","Stanford","Pac-12","home","26","puntReturnTDs","0"
"401404049","Stanford","Pac-12","home","26","puntReturns","1"
"401404049","Stanford","Pac-12","home","26","passingTDs","1"
"401404049","Stanford","Pac-12","home","26","kickReturnYards","90"
"401404049","Stanford","Pac-12","home","26","kickReturnTDs","0"
"401404049","Stanford","Pac-12","home","26","kickReturns","5"
"401404049","Stanford","Pac-12","home","26","kickingPoints","6"
"401404049","Stanford","Pac-12","home","26","tacklesForLoss","2"
"401404049","Stanford","Pac-12","home","26","defensiveTDs","0"
"401404049","Stanford","Pac-12","home","26","tackles","21"
"401404049","Stanford","Pac-12","home","26","sacks","0"
"401404049","Stanford","Pac-12","home","26","qbHurries","0"
"401404049","Stanford","Pac-12","home","26","passesDeflected","1"
"401404049","Stanford","Pac-12","home","26","possessionTime","27:33"
"401404049","Stanford","Pac-12","home","26","interceptions","0"
"401404049","Stanford","Pac-12","home","26","fumblesLost","0"
"401404049","Stanford","Pac-12","home","26","turnovers","0"
"401404049","Stanford","Pac-12","home","26","totalPenaltiesYards","6-50"
"401404049","Stanford","Pac-12","home","26","yardsPerRushAttempt","2.8"
"401404049","Stanford","Pac-12","home","26","rushingAttempts","19"
"401404049","Stanford","Pac-12","home","26","rushingYards","53"
"401404049","Stanford","Pac-12","home","26","yardsPerPass","7.6"
"401404049","Stanford","Pac-12","home","26","completionAttempts","32-42"
"401404049","Stanford","Pac-12","home","26","netPassingYards","318"
"401404049","Stanford","Pac-12","home","26","totalYards","371"
"401404049","Stanford","Pac-12","home","26","fourthDownEff","2-2"
"401404049","Stanford","Pac-12","home","26","thirdDownEff","7-13"
"401404049","Stanford","Pac-12","home","26","firstDowns","20"
"401404018","Arizona State","Pac-12","away","14","rushingTDs","1"
"401404018","Arizona State","Pac-12","away","14","puntReturnYards","2"
"401404018","Arizona State","Pac-12","away","14","puntReturnTDs","0"
"401404018","Arizona State","Pac-12","away","14","puntReturns","1"
"401404018","Arizona State","Pac-12","away","14","passingTDs","1"
"401404018","Arizona State","Pac-12","away","14","kickReturnYards","55"
"401404018","Arizona State","Pac-12","away","14","kickReturnTDs","0"
"401404018","Arizona State","Pac-12","away","14","kickReturns","2"
"401404018","Arizona State","Pac-12","away","14","kickingPoints","2"
"401404018","Arizona State","Pac-12","away","14","interceptionYards","0"
"401404018","Arizona State","Pac-12","away","14","interceptionTDs","0"
"401404018","Arizona State","Pac-12","away","14","passesIntercepted","1"
"401404018","Arizona State","Pac-12","away","14","fumblesRecovered","0"
"401404018","Arizona State","Pac-12","away","14","totalFumbles","1"
"401404018","Arizona State","Pac-12","away","14","tacklesForLoss","6"
"401404018","Arizona State","Pac-12","away","14","defensiveTDs","0"
"401404018","Arizona State","Pac-12","away","14","tackles","34"
"401404018","Arizona State","Pac-12","away","14","sacks","4"
"401404018","Arizona State","Pac-12","away","14","qbHurries","3"
"401404018","Arizona State","Pac-12","away","14","passesDeflected","8"
"401404018","Arizona State","Pac-12","away","14","possessionTime","28:22"
"401404018","Arizona State","Pac-12","away","14","interceptions","1"
"401404018","Arizona State","Pac-12","away","14","fumblesLost","0"
"401404018","Arizona State","Pac-12","away","14","turnovers","1"
"401404018","Arizona State","Pac-12","away","14","totalPenaltiesYards","8-75"
"401404018","Arizona State","Pac-12","away","14","yardsPerRushAttempt","3.8"
"401404018","Arizona State","Pac-12","away","14","rushingAttempts","34"
"401404018","Arizona State","Pac-12","away","14","rushingYards","128"
"401404018","Arizona State","Pac-12","away","14","yardsPerPass","8.7"
"401404018","Arizona State","Pac-12","away","14","completionAttempts","14-26"
"401404018","Arizona State","Pac-12","away","14","netPassingYards","227"
"401404018","Arizona State","Pac-12","away","14","totalYards","355"
"401404018","Arizona State","Pac-12","away","14","fourthDownEff","1-2"
"401404018","Arizona State","Pac-12","away","14","thirdDownEff","4-13"
"401404018","Arizona State","Pac-12","away","14","firstDowns","19"
